EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3554,Lizeth,Holland,31-Mar-19,,Area Sales Manager,Tonya Martin,MSC,Active,Part-Time,Zone C,Temporary,Unk,Sales,People Services,14-10-1958,IN,Cpo,Male,78385,Asian,Widowed,Fully Meets,1
3558,Mildred,Gentry,30-Dec-18,,Production Technician I,Erin Moore,MSC,Active,Part-Time,Zone A,Part-Time,Unk,Production       ,Yard (Material Handling),04-06-1959,MA,Manager,Female,2145,Black,Single,Fully Meets,1
3564,Susan,Lundy,26-Jan-19,02-Dec-20,Production Technician II,Diana Johnson,SVG,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Production       ,Aerial,07-11-1994,MA,Lineman,Female,2122,White,Divorced,Fully Meets,1
3570,Adrienne J,Homberger,19-Apr-19,26-Oct-21,Production Technician II,Brandon Miller,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Production       ,Fielders,23-11-1974,MA,Engineer,Female,2445,Asian,Married,Fully Meets,1
3574,Anna,Von Massenbach,18-May-21,04-Jan-22,Production Technician I,Timothy Weaver,WBL,Future Start,Contract,Zone B,Full-Time,Involuntary,Production       ,Underground,06-05-1951,MA,Laborer,Female,2124,Hispanic,Widowed,Fully Meets,1
3589,Giovani,Roy,25-Apr-19,,Production Technician I,Jay Bush,PL,Active,Contract,Zone B,Temporary,Unk,Production       ,Field Operations,02-08-1951,MA,Laborer,Male,2683,White,Single,Fully Meets,1
3593,Brayden,Malone,30-May-20,,Production Technician I,Ashley Bradshaw,WBL,Active,Contract,Zone A,Full-Time,Unk,Production       ,General - Con,11-11-1949,MA,Foreman,Male,48453,Asian,Married,Fully Meets,1
3594,Maribel,Morrison,11-Dec-18,,Production Technician I,Ashley Meyer,PYZ,Active,Part-Time,Zone B,Part-Time,Unk,Production       ,Field Operations,14-03-1968,MA,Technician,Male,72888,Black,Married,Needs Improvement,1
3595,Fisher,Stafford,22-Sep-20,14-Sep-22,Production Technician I,Nicole Delgado,WBL,Active,Contract,Zone A,Temporary,Resignation,Production       ,Engineers,02-03-1952,MA,Technician,Male,56703,Other,Divorced,Fully Meets,1
3597,Brenton,Monroe,06-Jun-20,14-Apr-21,Production Technician II,Autumn Decker,PYZ,Future Start,Contract,Zone C,Part-Time,Retirement,Production       ,General - Con,31-10-1986,MA,Foreman,Female,17650,Black,Single,Fully Meets,1
3598,Derick,Rocha,28-Sep-18,05-Aug-23,Production Technician II,Alex Moore,SVG,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Resignation,Production       ,Project Management - Eng,06-10-1950,MA,Supervisor,Female,72750,Other,Married,Needs Improvement,1
3613,Amirah,Johnson,24-Feb-19,,Production Technician I,Jason Owens,PL,Active,Contract,Zone B,Part-Time,Unk,Production       ,Field Operations,14-06-1973,MA,Laborer,Male,9241,Asian,Married,Exceeds,1
3617,Bailey,Collier,01-Feb-23,,Production Technician I,Pamela Johnson,EW,Active,Full-Time,Zone C,Full-Time,Unk,Production       ,Wireline Construction,18-02-1961,MA,Splicer,Female,37635,Hispanic,Married,Fully Meets,1
3659,Kaylee,Baldwin,02-Oct-19,13-Oct-19,Production Technician I,Eric Powell,CCDR,Active,Full-Time,Zone A,Part-Time,Voluntary,Production       ,Field Operations,30-10-1989,MA,Engineer,Male,86746,Other,Divorced,Exceeds,1
3686,Carly,Figueroa,25-Apr-21,12-Dec-22,Production Technician I,Jesse Farmer,BPC,Future Start,Part-Time,Zone A,Full-Time,Retirement,Production       ,Engineers,20-04-1998,MA,Director,Male,67909,White,Single,Exceeds,1
3687,Bria,Mcpherson,17-May-19,,Production Technician I,Brianna Blake,CCDR,Active,Part-Time,Zone B,Temporary,Unk,Production       ,Field Operations,20-08-1944,MA,Supervisor,Female,26340,White,Divorced,Exceeds,1
3691,Chace,Church,23-Nov-20,,Production Technician I,David Valenzuela,TNS,Active,Part-Time,Zone C,Full-Time,Unk,Production       ,Finance & Accounting,03-01-1993,MA,Manager,Male,34316,Asian,Single,Needs Improvement,1
3700,Brenden,Nash,24-Oct-19,,Production Technician I,Wendy Rogers,PL,Active,Part-Time,Zone A,Temporary,Unk,Production       ,Wireline Construction,12-04-1988,MA,Supervisor,Male,93840,Hispanic,Divorced,PIP,1
3710,Dean,Middleton,29-Oct-21,,Production Technician I,Rebecca Henderson,PL,Active,Full-Time,Zone C,Part-Time,Unk,Production       ,Aerial,16-10-1960,MA,Foreman,Female,64630,Hispanic,Single,Exceeds,1
3711,Marlene,Bates,17-Jul-21,,Production Technician I,David Bowman,NEL,Active,Part-Time,Zone A,Temporary,Unk,Production       ,Finance & Accounting,03-01-1981,MA,Administrative,Female,36588,Black,Single,Needs Improvement,1
3716,Chaim,Chase,31-Jul-22,18-Feb-23,Production Technician II,David Goodman,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Production       ,General - Con,27-06-1993,MA,Laborer,Female,5569,Black,Married,Fully Meets,1
3725,Ryker,Cox,07-Apr-19,09-Jul-23,Production Technician I,Stephanie Patterson,SVG,Active,Contract,Zone B,Part-Time,Voluntary,Production       ,Aerial,21-08-1955,MA,Lineman,Male,36808,Asian,Widowed,Fully Meets,1
3735,Chace,Gray,29-May-19,,Production Technician I,Joel Nichols,PYZ,Active,Contract,Zone C,Temporary,Unk,Production       ,Wireless,11-07-1963,MA,Project Manager,Male,81455,White,Married,Fully Meets,1
3741,Clark,Blanchard,27-Feb-23,28-Mar-23,Production Technician II,Brittany Marshall,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Production       ,Field Operations,14-09-1948,MA,Engineer,Female,47025,Hispanic,Widowed,Fully Meets,1
3748,Aron,Ali,06-Apr-19,,Production Technician I,Shawn Mckay,SVG,Active,Full-Time,Zone C,Part-Time,Unk,Production       ,General - Con,20-08-1969,MA,Laborer,Male,96739,Other,Married,Fully Meets,1
3750,Micaela,Conner,17-Feb-20,,Production Technician I,Sheryl Curtis,MSC,Active,Full-Time,Zone C,Part-Time,Unk,Production       ,Engineers,16-02-1955,MA,Engineer,Male,49299,Black,Single,Fully Meets,1
3754,Arielle,Potts,02-Jun-20,25-Jan-22,Production Technician I,Sarah Morgan,NEL,Active,Full-Time,Zone C,Full-Time,Voluntary,Production       ,Project Management - Con,31-05-1978,MA,Engineer,Male,76770,Black,Married,Fully Meets,1
3759,Gabriella,Warner,01-May-22,25-Sep-22,Production Technician I,Emily Pugh,EW,Active,Contract,Zone B,Full-Time,Retirement,Production       ,Yard (Material Handling),21-10-1958,MA,Laborer,Male,47326,Black,Married,Fully Meets,1
3761,Hazel,Vincent,22-Jun-23,10-Jul-23,Production Technician II,Melissa Conrad,CCDR,Active,Contract,Zone A,Full-Time,Involuntary,Production       ,General - Sga,23-11-1987,MA,Assistant,Female,75880,Black,Married,Fully Meets,1
3430,Michael,Riordan,21-Jun-21,,Area Sales Manager.,Rebekah Wright,CCDR,Active,Contract,Zone A,Full-Time,Unk,Sales,Finance & Accounting,04-04-1998,ND,Clerk,Male,58782,Other,Single,Fully Meets,2
3434,Sharlene,Terry,06-Nov-20,29-Jan-23,Area Sales Manager,Tracy Marquez,CCDR,Active,Contract,Zone C,Full-Time,Involuntary,Sales,Engineers,07-03-1957,OR,Engineer,Female,97756,White,Divorced,Fully Meets,2
3442,Kaylah,Moon,09-Jul-19,16-Jun-22,Area Sales Manager,Ashley Scott,PYZ,Active,Full-Time,Zone A,Full-Time,Retirement,IT/IS,Field Operations,24-11-1952,MA,Laborer,Male,2810,Black,Single,Exceeds,2
3446,Hector,Dalton,24-Aug-21,,Area Sales Manager,Sydney French,BPC,Active,Part-Time,Zone A,Part-Time,Unk,Sales,Field Operations,01-05-1996,TX,Driller,Female,16325,White,Divorced,Exceeds,2
3450,Reilly,Moyer,01-Sep-20,04-Dec-22,Area Sales Manager,Stanley Harvey,MSC,Active,Contract,Zone C,Temporary,Resignation,Sales,Field Operations,11-08-1994,CO,Operator,Male,11765,Other,Single,Exceeds,2
3452,Jaydon,Blackburn,08-Nov-22,,Area Sales Manager,Debbie Crosby,PYZ,Active,Part-Time,Zone A,Part-Time,Unk,Sales,General - Con,07-01-1947,IN,Foreman,Male,12122,Black,Divorced,Fully Meets,2
3459,Saniya,Yu,18-Apr-21,21-Jun-22,Area Sales Manager,Erin Bailey,CCDR,Future Start,Part-Time,Zone A,Full-Time,Retirement,Sales,General - Con,09-02-1944,TX,Splicer,Male,8779,Black,Widowed,Exceeds,2
3473,Chaim,Mata,29-Jun-23,,Area Sales Manager,Desiree Vang,EW,Active,Part-Time,Zone A,Temporary,Unk,Sales,Shop (Fleet),01-10-1950,CO,Manager,Male,33379,Hispanic,Widowed,Exceeds,2
3474,Arely,Patton,09-Mar-20,,Area Sales Manager,Andrew Goodman,MSC,Active,Full-Time,Zone A,Temporary,Unk,Sales,Catv,16-12-1965,CO,Laborer,Male,34481,Other,Divorced,Fully Meets,2
3475,Vance,Trujillo,21-Sep-21,13-Apr-23,Area Sales Manager,Rebecca Simpson,TNS,Active,Full-Time,Zone C,Temporary,Resignation,Sales,General - Con,25-12-1957,IN,Foreman,Male,90406,Asian,Widowed,Fully Meets,2
3476,Charlie,Koch,12-Jun-23,06-Jul-23,Area Sales Manager,Samantha Cardenas,PYZ,Active,Part-Time,Zone A,Temporary,Voluntary,Sales,Fielders,20-06-1945,MA,Engineer,Male,95774,Asian,Divorced,Needs Improvement,2
3477,Sonny,Horne,07-Apr-19,,Area Sales Manager,Nancy Johnson,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,IT/IS,Aerial,03-12-1969,KY,Laborer,Female,16058,Asian,Widowed,Needs Improvement,2
3478,Thomas,Chandler,17-Sep-18,09-Jan-19,Area Sales Manager,Richard Hodges,WBL,Active,Full-Time,Zone C,Temporary,Resignation,Sales,Wireline Construction,10-10-1957,KY,Groundman,Female,45149,Hispanic,Married,Fully Meets,2
3479,Sarai,Stone,02-Aug-22,02-Apr-23,Area Sales Manager,Madison Wilson,NEL,Active,Contract,Zone A,Part-Time,Involuntary,Sales,Project Management - Con,17-05-1962,TX,Technician,Female,96336,Hispanic,Widowed,Fully Meets,2
3482,Cristal,Bolton,29-Oct-19,07-Feb-21,Area Sales Manager,Matthew Flores,CCDR,Future Start,Full-Time,Zone A,Temporary,Resignation,Sales,Catv,11-02-1990,TX,Lineman,Male,57302,Asian,Divorced,Needs Improvement,2
3488,Willie,Patterson,09-Sep-22,,Area Sales Manager,Shane Jones,CCDR,Active,Contract,Zone B,Full-Time,Unk,Sales,Wireline Construction,12-11-1997,KY,Lineman,Female,52499,Asian,Single,Fully Meets,2
3489,Devyn,Powers,04-Mar-22,,Area Sales Manager,Jessica Murphy,EW,Active,Part-Time,Zone A,Temporary,Unk,Sales,Field Operations,02-05-1953,TX,Laborer,Female,25634,Black,Divorced,Fully Meets,2
3490,Weston,Preston,11-Feb-19,,Area Sales Manager,Crystal Wallace,MSC,Active,Part-Time,Zone A,Part-Time,Unk,Sales,General - Sga,10-07-1991,TX,Director,Female,37965,Hispanic,Divorced,Fully Meets,2
3498,Joel,Mcmillan,26-Apr-23,22-Jun-23,Area Sales Manager,Peter Harvey,PYZ,Active,Full-Time,Zone A,Full-Time,Voluntary,Sales,General - Sga,17-10-1998,KY,Laborer,Female,36087,White,Widowed,Fully Meets,2
3504,Javon,Kelley,10-Oct-21,,Area Sales Manager,Gabriela Orr,SVG,Active,Full-Time,Zone B,Part-Time,Unk,Sales,General - Con,23-08-1980,CO,Laborer,Male,27992,Hispanic,Married,Fully Meets,2
3506,Laila,Woodard,27-Aug-19,10-May-23,Area Sales Manager,Jordan Vega,MSC,Active,Full-Time,Zone B,Temporary,Voluntary,Sales,Field Operations,06-07-1988,IN,Technician,Male,38740,Other,Married,Fully Meets,2
3509,Cruz,Boyer,14-Apr-21,,Area Sales Manager,Marcus Hunt,BPC,Active,Part-Time,Zone C,Full-Time,Unk,Sales,General - Sga,04-11-1977,KY,Project Controls,Female,75993,Black,Married,Fully Meets,2
3510,Raven,Koch,10-Feb-20,,Area Sales Manager,Jennifer King,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,Sales,General - Con,17-10-1956,KY,Laborer,Female,65329,Hispanic,Married,Fully Meets,2
3512,Tyrone,Sosa,17-Apr-23,22-Jun-23,Area Sales Manager,Lindsay Chang,NEL,Future Start,Contract,Zone C,Temporary,Voluntary,Sales,Yard (Material Handling),25-10-1996,TX,Coordinator,Female,58860,Black,Single,Fully Meets,2
3518,Roberto,Michael,10-Apr-21,04-Jul-22,Area Sales Manager,Cheryl Henry,MSC,Active,Contract,Zone B,Part-Time,Involuntary,Sales,General - Eng,24-05-1969,CA,Coordinator,Female,13249,Hispanic,Married,Fully Meets,2
3519,Elaine,Ewing,19-Dec-21,02-Mar-22,Area Sales Manager,Dan Hernandez,TNS,Active,Part-Time,Zone C,Temporary,Resignation,Sales,Aerial,28-03-1951,CA,Groundman,Male,17123,Hispanic,Widowed,Fully Meets,2
3523,Rohan,Chapman,25-Jun-21,25-Aug-22,Area Sales Manager,Tony Mcconnell,CCDR,Active,Full-Time,Zone A,Temporary,Resignation,Sales,General - Con,19-12-1978,KY,Laborer,Female,23092,Other,Single,Fully Meets,2
3524,Emmanuel,Franklin,26-Jul-21,04-May-22,Area Sales Manager,Adam Gibson,EW,Future Start,Contract,Zone B,Full-Time,Resignation,Sales,Field Operations,11-11-1999,TX,Laborer,Male,6074,Asian,Divorced,Fully Meets,2
3525,Clayton,Mccormick,03-Jul-22,10-Jan-23,Area Sales Manager,Stephanie Duke,MSC,Future Start,Contract,Zone B,Temporary,Retirement,Sales,General - Con,29-01-1967,TX,Foreman,Male,72264,Hispanic,Single,Fully Meets,2
3528,Kymani,Benjamin,13-Oct-22,,Area Sales Manager,William Ayala,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,Sales,Finance & Accounting,13-12-1991,CO,Accounting,Male,10790,Hispanic,Widowed,Fully Meets,2
3529,Callum,Mcdaniel,03-Jan-20,24-Aug-20,Area Sales Manager,Samuel Moore,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Sales,Field Operations,18-06-1994,IN,Top Hand,Male,67282,Hispanic,Single,Fully Meets,2
3530,Zariah,Black,13-Nov-19,,Area Sales Manager,Jenna Weaver,TNS,Active,Full-Time,Zone B,Part-Time,Unk,Sales,Field Operations,16-06-1993,CA,Tower Hand,Female,62321,Black,Widowed,Fully Meets,2
3533,Slade,Griffith,01-Jun-21,16-Jul-23,Area Sales Manager,Kelsey Gibson,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Sales,General - Sga,12-11-1966,ND,Administrator,Male,65183,White,Married,Fully Meets,2
3536,Aylin,Berg,06-Aug-22,,Area Sales Manager,Thomas Holmes,WBL,Active,Contract,Zone C,Temporary,Unk,Sales,General - Sga,02-01-1989,GA,Administrative,Female,89169,Black,Single,Fully Meets,2
3537,Neveah,Rowe,28-May-22,24-Feb-23,Area Sales Manager,Dawn Perez,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,Sales,Field Operations,11-07-1954,TX,Foreman,Male,63882,Hispanic,Married,Fully Meets,2
3538,Keith,Baxter,16-Jun-19,05-Mar-22,Area Sales Manager,Diane Parker,PL,Future Start,Part-Time,Zone C,Part-Time,Resignation,Sales,Fielders,29-08-1959,TX,Engineer,Male,62328,Asian,Widowed,Fully Meets,2
3541,Aaron,Weber,06-Apr-20,24-Jul-23,Area Sales Manager,Melanie Garcia,SVG,Active,Full-Time,Zone B,Full-Time,Involuntary,Sales,Field Operations,27-10-1991,IN,Technician,Male,78938,Black,Married,Exceeds,2
3543,Rayne,Kerr,10-Nov-20,,Area Sales Manager,Kimberly Cardenas,MSC,Active,Part-Time,Zone A,Temporary,Unk,Sales,General - Con,18-02-1981,CA,Laborer,Female,45509,Black,Single,Fully Meets,2
3544,Samara,Mcbride,29-Jun-23,09-Jul-23,Area Sales Manager,Laura Salinas,TNS,Active,Contract,Zone A,Temporary,Retirement,Sales,Aerial,16-09-2000,CA,Foreman,Male,13902,Asian,Single,Fully Meets,2
3547,Adriel,Wiggins,20-Jan-22,,Area Sales Manager,Sara Edwards,BPC,Active,Contract,Zone B,Full-Time,Unk,Sales,Project Management - Eng,25-03-1947,KY,Supervisor,Female,1919,Other,Married,Needs Improvement,2
3549,Ryan,Lynch,15-Oct-18,18-Oct-20,Area Sales Manager,Tracy Castro MD,TNS,Active,Full-Time,Zone C,Full-Time,Retirement,Sales,Field Operations,17-03-1955,GA,Technician,Female,72975,Black,Divorced,Fully Meets,2
3556,Damien,Howe,18-Jul-19,15-Jan-20,Area Sales Manager,Sarah Petersen,CCDR,Active,Full-Time,Zone B,Temporary,Retirement,Sales,Wireline Construction,16-06-1961,CA,Vp,Male,86009,White,Single,Exceeds,2
3557,Nicholas,Obrien,13-Feb-19,,Area Sales Manager,Victoria Christian DDS,BPC,Active,Part-Time,Zone C,Temporary,Unk,Sales,Field Operations,06-06-1960,MA,Operator,Male,68837,Other,Single,Fully Meets,2
3559,Wilson K,Adinolfi,06-Nov-19,06-Sep-20,Production Technician I,Andrea Gutierrez,NEL,Active,Part-Time,Zone C,Full-Time,Retirement,Production       ,Field Operations,18-11-1991,MA,Assistant,Male,1960,White,Single,Fully Meets,2
3562,Jean,Crimmings,21-May-19,05-Jan-23,Production Technician I,Stephen Rodriguez,CCDR,Future Start,Contract,Zone B,Full-Time,Retirement,Production       ,Shop (Fleet),09-04-1954,MA,Manager,Female,1821,Other,Single,Exceeds,2
3566,Maliki,Moumanil,26-Sep-21,,Production Technician II,Desiree Stephens,PL,Active,Part-Time,Zone A,Part-Time,Unk,Production       ,Aerial,05-10-1963,MA,Lineman,Male,1460,Black,Single,Fully Meets,2
3568,Quinn,Rarrick,11-Jul-23,29-Jul-23,Production Technician I,Susan Brown,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Production       ,Field Operations,08-12-1974,MA,Foreman,Male,2478,Asian,Divorced,Fully Meets,2
3569,Beatrice,Chace,09-Feb-19,28-Aug-20,Production Technician I,Margaret Hampton,MSC,Active,Part-Time,Zone B,Temporary,Involuntary,Production       ,Catv,19-07-1995,MA,Supervisor,Female,2763,Hispanic,Divorced,Fully Meets,2
3578,Clinton,Owad,04-May-19,,Production Technician I,Elizabeth Sullivan MD,WBL,Active,Full-Time,Zone A,Temporary,Unk,Production       ,Field Operations,30-05-1957,MA,Technician,Male,1760,Hispanic,Married,Exceeds,2
3581,Ross,Strickland,20-Nov-20,01-May-23,Production Technician I,Paul Walker,SVG,Active,Full-Time,Zone A,Part-Time,Voluntary,Production       ,Wireline Construction,08-03-1943,MA,Foreman,Male,18389,Other,Divorced,Fully Meets,2
3586,Jaqueline,Terrell,01-Feb-19,10-Feb-19,Production Technician I,Veronica Wiley,EW,Active,Part-Time,Zone B,Full-Time,Resignation,Production       ,People Services,27-12-2000,MA,Manager,Female,24711,Hispanic,Single,Fully Meets,2
3587,Quinn,Mccullough,10-May-21,17-Dec-21,Production Technician I,Katherine Gay,MSC,Active,Full-Time,Zone B,Temporary,Resignation,Production       ,General - Eng,25-12-1977,MA,Administrative,Male,74564,Other,Divorced,Fully Meets,2
3588,Selena,Greer,25-Jun-19,15-Aug-19,Production Technician I,Paul Lopez,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Production       ,Shop (Fleet),08-03-1972,MA,Mechanic,Male,14504,Black,Widowed,Fully Meets,2
3596,Kellen,Medina,28-Jul-19,,Production Technician I,John Henry,NEL,Active,Part-Time,Zone C,Full-Time,Unk,Production       ,Splicing,19-07-1982,MA,Technician,Male,33998,Other,Single,Needs Improvement,2
3599,Elaine,Weeks,12-Apr-20,,Production Technician II,Dana Smith,TNS,Active,Part-Time,Zone A,Temporary,Unk,Production       ,General - Con,31-03-1950,MA,Technician,Female,14044,White,Divorced,Fully Meets,2
3600,Marely,Dixon,01-Nov-22,,Production Technician II,Bobby Serrano,WBL,Active,Contract,Zone B,Temporary,Unk,Production       ,Field Operations,07-10-1949,MA,Technician,Female,34810,White,Single,Fully Meets,2
3603,Houston,Aguirre,29-Nov-18,21-Feb-19,Production Technician II,Christine Costa,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Resignation,Production       ,Field Operations,15-02-1977,MA,Technician,Female,58348,White,Married,Fully Meets,2
3611,Rowan,Cobb,09-Mar-21,,Production Technician I,Lori Reed,WBL,Active,Contract,Zone C,Full-Time,Unk,Production       ,Project Management - Con,20-01-1952,MA,Technician,Female,85651,Hispanic,Married,Fully Meets,2
3614,Bridget,Deleon,08-Jan-20,02-Jul-21,Production Technician I,Clifford Martinez,BPC,Active,Contract,Zone B,Temporary,Voluntary,Production       ,Project Management - Con,31-08-1973,MA,Field Project Manager,Male,23691,White,Married,Fully Meets,2
3615,Martin,Weber,13-May-21,22-Sep-22,Production Technician I,Lee Hudson,CCDR,Future Start,Full-Time,Zone B,Part-Time,Retirement,Production       ,General - Con,14-05-1986,MA,Manager,Male,74388,Asian,Divorced,Exceeds,2
3620,Noel,Ramirez,22-Mar-23,14-Jul-23,Production Technician I,Mr. Nicholas Austin,PYZ,Active,Part-Time,Zone A,Temporary,Involuntary,Production       ,General - Eng,12-10-1994,MA,Specialist,Male,77580,Hispanic,Married,Fully Meets,2
3621,Victoria,Franco,28-Nov-18,,Production Technician I,Natalie Cannon,WBL,Active,Contract,Zone A,Full-Time,Unk,Production       ,Wireless,09-09-1997,MA,Laborer,Male,15586,White,Married,Fully Meets,2
3626,Raphael,Sandoval,15-May-21,,Production Technician II,Natalie Baker,PYZ,Active,Full-Time,Zone B,Temporary,Unk,Production       ,Field Operations,28-10-1993,MA,Foreman,Female,61825,Asian,Single,Fully Meets,2
3662,Hugh,Berry,13-Jun-23,,Production Technician I,Linda Cummings,NEL,Active,Full-Time,Zone B,Temporary,Unk,Production       ,Wireline Construction,18-04-1973,MA,Laborer,Male,90473,Other,Married,Exceeds,2
